Arpt_ICAO	Procedure Type	Procedure Ident
KESN	SIAP	I04
KESN	SIAP	L04
KESN	SIAP	R04
KESN	SIAP	R15
KESN	SIAP	R22
KESN	SIAP	R33
KESN	SID	CONLE3
KESN	SID	TERPZ6
KEST	SIAP	R16
KEST	SIAP	R34
KETB	SIAP	R06
KETB	SIAP	R13
KETB	SIAP	R24
KETB	SIAP	R31
KETB	SIAP	V13
KETB	SID	ACCRA4
KETB	SID	UECKR5
KETB	STAR	GOPAC2
KETC	SIAP	D27
KETH	SIAP	R16
KETH	SIAP	R34
KETN	SIAP	R17
KETN	SIAP	R35
KEUF	SIAP	R18
KEUF	SIAP	R36
KEUG	SIAP	H16LZ
KEUG	SIAP	H16RZ
KEUG	SIAP	H34LZ
KEUG	SIAP	H34RZ
KEUG	SIAP	I16L
KEUG	SIAP	I16R
KEUG	SIAP	L16L
KEUG	SIAP	L16R
KEUG	SIAP	R16LY
KEUG	SIAP	R16RY
KEUG	SIAP	R34LY
KEUG	SIAP	R34RY
KEUG	SIAP	S34L
KEUG	SID	EUG1
KEUL	SIAP	R12
KEUL	SIAP	R30
KEVB	SIAP	R02
KEVB	SIAP	R07
KEVB	SIAP	R25
KEVB	SIAP	R29
KEVM	SIAP	R27
KEVM	SIAP	VOR-A
KEVU	SIAP	R14
KEVU	SIAP	R32
KEVV	SIAP	I04
KEVV	SIAP	I22
KEVV	SIAP	L04
KEVV	SIAP	L22
KEVV	SIAP	R04
KEVV	SIAP	R18
KEVV	SIAP	R22
KEVV	SIAP	R36
KEVW	SIAP	D05
KEVW	SIAP	I23
KEVW	SIAP	L23
KEVW	SIAP	R05
KEVW	SIAP	R23
KEVY	SIAP	R17
KEVY	SIAP	R35
KEWB	SIAP	B23
KEWB	SIAP	I05
KEWB	SIAP	L05
KEWB	SIAP	R05
KEWB	SIAP	R14
KEWB	SIAP	R23
KEWB	SIAP	R32
KEWB	STAR	WIPOR3
KEWK	SIAP	R17
KEWK	SIAP	R35
KEWK	SIAP	VDM-A
KEWN	SIAP	I04
KEWN	SIAP	L04
KEWN	SIAP	R04
KEWN	SIAP	R22
KEWR	SIAP	H04RZ
KEWR	SIAP	H22LY
KEWR	SIAP	H29-Y
KEWR	SIAP	H29-Z
KEWR	SIAP	I04L
KEWR	SIAP	I04LC
KEWR	SIAP	I04R
KEWR	SIAP	I11
KEWR	SIAP	I22L
KEWR	SIAP	I22R
KEWR	SIAP	L04L
KEWR	SIAP	L04LC
KEWR	SIAP	L04R
KEWR	SIAP	L11
KEWR	SIAP	L22L
KEWR	SIAP	L22R
KEWR	SIAP	R04L
KEWR	SIAP	R04RY
KEWR	SIAP	R11
KEWR	SIAP	R22LZ
KEWR	SIAP	R22R
KEWR	SIAP	R29-X
KEWR	SIAP	S11
KEWR	SID	PORTT4
KEWR	STAR	DYLIN4
KEWR	STAR	FLOSI3
KEWR	STAR	FQM3
KEWR	STAR	PENNS2
KEWR	STAR	PHLBO3
KEWR	STAR	RUUTH1
KEWR	STAR	SHAFF7
KEXX	SIAP	I06
KEXX	SIAP	L06
KEXX	SIAP	R06
KEXX	SIAP	R24
KEYE	SIAP	L21
KEYE	SIAP	R21
KEYE	SID	DAWNN1
KEYE	SID	MAREO5
KEYE	SID	MEARZ6
KEYE	SID	OOM5
KEYE	SID	ROCKY1
KEYE	STAR	CLANG7
KEYE	STAR	RACYR5
KEYF	SIAP	D15
KEYF	SIAP	R15
KEYF	SIAP	R33
KEYW	SIAP	R09
KEYW	SIAP	R27
KEZF	SIAP	R24
KEZF	STAR	HYPER7
KEZF	STAR	TIKEE3
KEZI	SIAP	R01
KEZI	SIAP	R09
KEZI	SIAP	R19
KEZI	SIAP	R27
KEZM	SIAP	I02
KEZM	SIAP	L02
KEZM	SIAP	R02
KEZM	SIAP	R20
KEZM	SIAP	VDM-A
KEZS	SIAP	R12
KEZS	SIAP	R30
KEZZ	SIAP	R17
KEZZ	SIAP	R35
KFAF	STAR	DRONE2
KFAM	SIAP	R02
KFAM	SIAP	R20
KFAM	SIAP	VDM-A
KFAR	SIAP	I36
KFAR	SIAP	L36
KFAR	SIAP	R09
KFAR	SIAP	R18
KFAR	SIAP	R27
KFAR	SIAP	R36
KFAR	SIAP	S36
KFAT	SIAP	D11L
KFAT	SIAP	D29R
KFAT	SIAP	I29RY
KFAT	SIAP	L11LY
KFAT	SIAP	L29RY
KFAT	SIAP	R11L
KFAT	SIAP	R11R
KFAT	SIAP	R29L
KFAT	SIAP	R29R
KFAT	SID	BULL3
KFAT	SID	OAL4
KFAT	SID	YOSE3
KFAT	STAR	ALTTA8
KFAT	STAR	GIVEN6
KFAY	SIAP	B22
KFAY	SIAP	I04
KFAY	SIAP	L04
KFAY	SIAP	R04
KFAY	SIAP	R10
KFAY	SIAP	R22
KFAY	SIAP	R28
KFAY	SID	MTY4
KFBL	SIAP	R12
KFBL	SIAP	R30
KFBL	SIAP	VOR-A
KFBL	STAR	AGUDE5
KFBR	SIAP	R22
KFBY	SIAP	NDB-A
KFBY	SIAP	R17
KFBY	SIAP	R35
KFCH	SIAP	P12
KFCH	SIAP	P30
KFCH	SIAP	VDM-C
KFCI	SIAP	I33
KFCI	SIAP	L33
KFCI	SIAP	R15
KFCI	SIAP	R33
KFCM	SIAP	D36
KFCM	SIAP	I10R
KFCM	SIAP	L10R
KFCM	SIAP	R10L
KFCM	SIAP	R10R
KFCM	SIAP	R28L
KFCM	SIAP	R28R
KFCM	SIAP	R36
KFCM	SID	COULT7
KFCM	SID	DWN7
KFCM	SID	KBREW1
KFCM	SID	ORSKY2
KFCM	SID	RST1
KFCM	SID	SCHEP9
KFCM	SID	WLSTN7
KFCM	SID	ZMBRO7
KFCM	STAR	AGUDE5
KFCM	STAR	ENCEE2
KFCM	STAR	GEP1
KFCM	STAR	TWOLF3
KFDK	SIAP	I23
KFDK	SIAP	L23
KFDK	SIAP	R05
KFDK	SIAP	R23-Y
KFDK	SIAP	R23-Z
KFDK	SID	CONLE3
KFDK	SID	TERPZ6
KFDK	STAR	TRSTN3
KFDR	SIAP	R35
KFDW	SIAP	R04
KFDW	SIAP	R22
KFDY	SIAP	R07
KFDY	SIAP	R18
KFDY	SIAP	R25
KFDY	SIAP	R36
KFEP	SIAP	I24
KFEP	SIAP	L24
KFEP	SIAP	R06
KFEP	SIAP	R24
KFEP	SIAP	S24
KFES	SIAP	RNV-A
KFET	SIAP	R14
KFET	SIAP	R32
KFET	SIAP	S14
KFFA	SIAP	R03
KFFA	SIAP	R21
KFFC	SIAP	I31
KFFC	SIAP	L31
KFFC	SIAP	N31
KFFC	SIAP	R13
KFFC	SIAP	R31
KFFC	STAR	BUKHD1
KFFC	STAR	DEHAN1
KFFL	SIAP	R18
KFFL	SIAP	R36
KFFM	SIAP	I31
KFFM	SIAP	L31
KFFM	SIAP	R13
KFFM	SIAP	R31
KFFM	SIAP	R35
KFFO	STAR	DANEI2
KFFO	STAR	KEKEE3
KFFT	SIAP	L25
KFFT	SIAP	R07
KFFT	SIAP	R25
KFFX	SIAP	R01
KFFX	SIAP	R19
KFFZ	SIAP	R04L
KFFZ	SIAP	R04R
KFFZ	SIAP	RNV-B
KFFZ	SID	MESA1
KFFZ	SID	SACAT3
KFFZ	STAR	ARLIN4
KFFZ	STAR	BLH5
KFFZ	STAR	DSERT2
KFFZ	STAR	HUUTY1
KFFZ	STAR	SUNSS8
KFGX	SIAP	R07
KFGX	SIAP	R25
KFGX	SIAP	VDM-A
KFHB	SIAP	R13
KFHB	SIAP	R22
KFHB	STAR	TAY2
KFHR	SIAP	R34
KFHU	SIAP	I26
KFHU	SIAP	L26
KFHU	SIAP	R08
KFHU	SIAP	R26
KFHU	SIAP	S26
KFIG	SIAP	R12
KFIG	SIAP	R30
KFIN	SIAP	R06
KFIN	SIAP	R11
KFIN	SIAP	R24
KFIN	SIAP	R29
KFIT	SIAP	R14
KFIT	SIAP	R20
KFIT	SIAP	R32
KFIT	STAR	GRAYM6
KFKA	SIAP	R11
KFKA	SIAP	R29
KFKL	SIAP	I21
KFKL	SIAP	L21
KFKL	SIAP	R03
KFKL	SIAP	R21
KFKL	SIAP	V03
KFKL	SIAP	V21
KFKN	SIAP	R09
KFKN	SIAP	R27
KFKR	SIAP	R09
KFKR	SIAP	R27
KFKS	SIAP	R15
KFKS	SIAP	R33
KFLD	SIAP	L36
KFLD	SIAP	R18
KFLD	SIAP	R36
KFLG	SIAP	I21
KFLG	SIAP	L21
KFLG	SIAP	R03
KFLG	SIAP	R21
KFLG	SIAP	S21
KFLG	SID	FLG1
KFLL	SIAP	H10LY
KFLL	SIAP	H28RZ
KFLL	SIAP	I10L
KFLL	SIAP	I10R
KFLL	SIAP	I28L
KFLL	SIAP	I28R
KFLL	SIAP	L10L
KFLL	SIAP	L10R
KFLL	SIAP	L28L
KFLL	SIAP	L28R
KFLL	SIAP	R10LZ
KFLL	SIAP	R10R
KFLL	SIAP	R28L
KFLL	SIAP	R28RY
KFLL	SID	ARKES4
KFLL	SID	BAHMA5
KFLL	SID	BEECH5
KFLL	SID	PREDA4
KFLL	SID	THNDR4
KFLL	SID	ZAPPA4
KFLL	STAR	BLUFI4
KFLL	STAR	CURSO5
KFLL	STAR	DEKAL5
KFLL	STAR	DVALL3
KFLL	STAR	FISEL7
KFLL	STAR	FORTL7
KFLL	STAR	GISSH5
KFLL	STAR	JINGL6
KFLL	STAR	WAVUN4
KFLO	SIAP	I09
KFLO	SIAP	L09
KFLO	SIAP	R01
KFLO	SIAP	R09
KFLO	SIAP	R19
KFLO	SIAP	R27
KFLP	SIAP	R04
KFLP	SIAP	R22
KFLV	SIAP	R16
KFLV	SIAP	R34
KFLV	SID	CHIEF7
KFLV	SID	LAKES3
KFLV	SID	RACER7
KFLV	SID	ROYAL9
KFLV	SID	TIFTO6
KFLV	SID	WLDCT5
KFLV	STAR	BQS6
KFLV	STAR	JHAWK6
KFLV	STAR	RBA4
KFLV	STAR	TYGER6
KFLX	SIAP	RNV-C
KFLX	SIAP	VDM-B
KFME	SIAP	R10
KFME	SIAP	R28
KFMH	SIAP	I023
KFMH	SIAP	I32
KFMH	SIAP	L023
KFMH	SIAP	L32
KFMH	SIAP	R05
KFMH	SIAP	R14
KFMH	SIAP	R23
KFMH	SIAP	R32
KFMM	SIAP	R14
KFMM	SIAP	R32
KFMN	SIAP	D05
KFMN	SIAP	D07
KFMN	SIAP	I25
KFMN	SIAP	L25
KFMN	SIAP	R05
KFMN	SIAP	R07
KFMN	SIAP	R23
KFMN	SIAP	R25
KFMN	SID	CHACO1
KFMN	SID	PLATA1
KFMY	SIAP	I05
KFMY	SIAP	L05
KFMY	SIAP	R05
KFMY	SIAP	R13
KFMY	SIAP	R23
KFMY	SIAP	R31
KFMY	SID	CSHEL6
KFMY	STAR	JOSFF5
KFMY	STAR	SHFTY5
KFMY	STAR	TYNEE2
KFMZ	SIAP	R17
KFMZ	SIAP	R35
KFNB	SIAP	R15
KFNB	SIAP	R33
KFNL	SIAP	I33
KFNL	SIAP	L33
KFNL	SIAP	R15
KFNL	SIAP	R33
KFNL	SIAP	VOR-A
KFNL	SID	BAYLR4
KFNL	SID	BRYCC4
KFNL	SID	CONNR5
KFNL	SID	COORZ4
KFNL	SID	DENVR1
KFNL	SID	EEONS6
KFNL	SID	EMMYS6
KFNL	SID	EPKEE5
KFNL	SID	EXTAN5
KFNL	SID	FOOOT4
KFNL	SID	PIKES1
KFNL	SID	PLAIN9
KFNL	SID	RIKKK4
KFNL	SID	ROCKI4
KFNL	SID	SOLAR4
KFNL	SID	SPAZZ4
KFNL	SID	STAKR4
KFNL	SID	YAMMI4
KFNL	SID	YELLO2
KFNL	SID	YOKES6
KFNL	STAR	DANDD9
KFNL	STAR	KIPPR5
KFNL	STAR	LANDR9
KFNL	STAR	LARKS9
KFNL	STAR	POWDR9
KFNL	STAR	QUAIL9
KFNL	STAR	RAMMS7
KFNL	STAR	SAYGE1
KFNL	STAR	TOMSN7
KFNL	STAR	TSHNR3
KFNT	SIAP	I09
KFNT	SIAP	I27
KFNT	SIAP	L09
KFNT	SIAP	L27
KFNT	SIAP	R09
KFNT	SIAP	R18
KFNT	SIAP	R27
KFNT	SIAP	R36
KFNT	STAR	FOREY1
KFNT	STAR	PETTE1
KFOA	SIAP	L21
KFOA	SIAP	R03
KFOA	SIAP	R21
KFOD	SIAP	I06
KFOD	SIAP	L06
KFOD	SIAP	R06
KFOD	SIAP	R12
KFOD	SIAP	R24
KFOD	SIAP	R30
KFOE	SIAP	I31
KFOE	SIAP	L31
KFOE	SIAP	R03
KFOE	SIAP	R13
KFOE	SIAP	R21
KFOE	SIAP	R31
KFOK	SIAP	I24
KFOK	SIAP	L24
KFOK	SIAP	R06
KFOK	SIAP	R24
KFOK	STAR	NELIE3
KFOM	SIAP	R04
KFOM	SIAP	R22
KFOT	SIAP	P11
KFOT	SIAP	P29
KFOZ	SIAP	R15
KFOZ	SIAP	R33
KFPK	SIAP	R21
KFPR	SIAP	D14
KFPR	SIAP	I10R
KFPR	SIAP	L10R
KFPR	SIAP	R10R
KFPR	SIAP	R14
KFPR	SIAP	R28L
KFPR	SIAP	R32
KFQD	SIAP	L01
KFQD	SIAP	R01
KFQD	SIAP	R19
KFRG	SIAP	H14-Z
KFRG	SIAP	I14
KFRG	SIAP	L14
KFRG	SIAP	N01
KFRG	SIAP	R01
KFRG	SIAP	R14-Y
KFRG	SIAP	R19
KFRG	SIAP	R32
KFRG	SID	DEEZZ5
KFRG	SID	REP1
KFRG	STAR	CAMRN4
KFRG	STAR	IGN1
KFRG	STAR	LENDY6
KFRG	STAR	PARCH3
KFRG	STAR	PWL2
KFRG	STAR	ROBER2
KFRH	SIAP	R08
KFRH	SIAP	R26
KFRM	SIAP	I31
KFRM	SIAP	L31
KFRM	SIAP	R13
KFRM	SIAP	R31
KFRR	SIAP	RNV-A
KFRR	SIAP	VOR-B
KFRR	STAR	HYPER7
KFRR	STAR	TRSTN3
KFSD	SIAP	I03
KFSD	SIAP	I21
KFSD	SIAP	L03
KFSD	SIAP	L21
KFSD	SIAP	R03
KFSD	SIAP	R09
KFSD	SIAP	R15
KFSD	SIAP	R21
KFSD	SIAP	R27
KFSD	SIAP	R33
KFSD	SIAP	V15
KFSE	SIAP	R16
KFSE	SIAP	R34
KFSK	SIAP	R18
KFSK	SIAP	R36
KFSM	SIAP	I07
KFSM	SIAP	I25
KFSM	SIAP	L07
KFSM	SIAP	L25
KFSM	SIAP	N25
KFSM	SIAP	R01
KFSM	SIAP	R07
KFSM	SIAP	R25
KFSO	SIAP	R01
KFSO	SIAP	R19
KFSO	SIAP	S19
KFST	SIAP	D30
KFST	SIAP	R12
KFST	SIAP	R30
KFST	SIAP	V12
KFSW	SIAP	R17
KFSW	SIAP	R35
KFSW	SIAP	VDM-A
KFTG	SIAP	I17
KFTG	SIAP	I26
KFTG	SIAP	I35
KFTG	SIAP	L17
KFTG	SIAP	L26
KFTG	SIAP	L35
KFTG	SIAP	R17
KFTG	SIAP	R26
KFTG	SIAP	R35
KFTG	SID	BAYLR4
KFTG	SID	BRYCC4
KFTG	SID	CONNR5
KFTG	SID	COORZ4
KFTG	SID	DENVR1
KFTG	SID	EEONS6
KFTG	SID	EMMYS6
KFTG	SID	EPKEE5
KFTG	SID	EXTAN5
KFTG	SID	FOOOT4
KFTG	SID	PIKES1
KFTG	SID	PLAIN9
KFTG	SID	RIKKK4
KFTG	SID	ROCKI4
KFTG	SID	SOLAR4
KFTG	SID	SPAZZ4
KFTG	SID	STAKR4
KFTG	SID	YAMMI4
KFTG	SID	YELLO2
KFTG	SID	YOKES6
KFTG	STAR	DANDD9
KFTG	STAR	LANDR9
KFTG	STAR	LARKS9
KFTG	STAR	POWDR9
KFTG	STAR	QUAIL9
KFTG	STAR	RAMMS7
KFTG	STAR	SAYGE1
KFTG	STAR	TOMSN7
KFTG	STAR	TSHNR3
KFTG	STAR	ZOMBZ1
KFTK	STAR	CHERI3
KFTT	SIAP	R06
KFTT	SIAP	R18
KFTT	SIAP	R24
KFTT	SIAP	R36
KFTT	SIAP	VOR-A
KFTW	SIAP	I34
KFTW	SIAP	L34
KFTW	SIAP	R16
KFTW	SIAP	R34
KFTW	SID	DALL4
KFTW	SID	GARL6
KFTW	SID	HUBB9
KFTW	SID	JPOOL9
KFTW	SID	KING4
KFTW	SID	KUSSO5
KFTW	SID	SWABR5
KFTW	SID	TEX5
KFTW	SID	WORTH1
KFTW	STAR	DODJE5
KFTW	STAR	LIKES3
KFTW	STAR	MOTZA8
KFTW	STAR	REEKO3
KFTW	STAR	SASIE5
KFTW	STAR	SLUGG7
KFTW	STAR	TRUUK2
KFTW	STAR	WESAT2
KFTY	SIAP	H08-Z
KFTY	SIAP	I08
KFTY	SIAP	L08
KFTY	SIAP	R08-Y
KFTY	SIAP	R26
KFTY	SIAP	VOR-A
KFTY	STAR	BOKRT2
KFTY	STAR	BUKHD1
KFTY	STAR	DEHAN1
KFTY	STAR	DIFFI3
KFTY	STAR	SWTEE1
KFTY	STAR	WRGNZ1
KFUL	SIAP	L24
KFUL	SIAP	R24
KFUL	SIAP	VOR-A
KFUL	SID	ANAHM1
KFUL	SID	HAWWC3
KFUL	STAR	KAYOH7
KFVE	SIAP	R14
KFVE	SIAP	R32
KFVX	SIAP	R03
KFVX	SIAP	R21
KFWA	SIAP	I05
KFWA	SIAP	I32
KFWA	SIAP	L05
KFWA	SIAP	L32
KFWA	SIAP	R05
KFWA	SIAP	R14
KFWA	SIAP	R23
KFWA	SIAP	R32
KFWA	SIAP	S05
KFWA	SIAP	S14
KFWA	SIAP	V23
KFWB	SIAP	R03
KFWB	SIAP	R21
KFWC	SIAP	R09
KFWN	SIAP	R03
KFWQ	SIAP	R08
KFWQ	SIAP	R26
KFWS	SIAP	I35L
KFWS	SIAP	L35L
KFWS	SIAP	R17R
KFWS	SIAP	R35L
KFWS	SID	DALL4
KFWS	SID	GARL6
KFWS	SID	HUBB9
KFWS	SID	JPOOL9
KFWS	SID	KING4
KFWS	SID	KUSSO5
KFWS	SID	SWABR5
KFWS	SID	TEX5
KFWS	SID	WORTH1
KFWS	STAR	DODJE5
KFWS	STAR	KNEAD7
KFWS	STAR	MOTZA8
KFWS	STAR	REEKO3
KFWS	STAR	SASIE5
KFWS	STAR	SWVAY4
KFWS	STAR	TRUUK2
KFWS	STAR	WESAT2
KFXE	SIAP	I09
KFXE	SIAP	L09
KFXE	SIAP	R09
KFXE	SIAP	R27
KFXE	STAR	BLUFI4
KFXE	STAR	CURSO5
KFXE	STAR	DEKAL5
KFXE	STAR	DVALL3
KFXE	STAR	FISEL7
KFXE	STAR	FORTL7
KFXE	STAR	GISSH5
KFXE	STAR	JINGL6
KFXE	STAR	WAVUN4
KFXY	SIAP	R15
KFXY	SIAP	R33
KFXY	SIAP	VDM-A
KFYE	SIAP	R01
KFYE	SIAP	R19
KFYG	SIAP	R15
KFYG	SIAP	R33
KFYJ	SIAP	L10
KFYJ	SIAP	R10
KFYJ	SIAP	R28
KFYM	SIAP	R02
KFYM	SIAP	R20
KFYV	SIAP	L16
KFYV	SIAP	R16
KFYV	SIAP	R34
KFYV	SIAP	X34
KFZG	SIAP	L02
KFZG	SIAP	N02
KFZG	SIAP	R02
KFZI	SIAP	R09
KFZI	SIAP	R27
KFZI	SIAP	VOR-A
KFZY	SIAP	I33
KFZY	SIAP	L33
KFZY	SIAP	R15
KFZY	SIAP	R24
KFZY	SIAP	R33
KGAD	SIAP	I24
KGAD	SIAP	L24
KGAD	SIAP	R06
KGAD	SIAP	R18
KGAD	SIAP	R24
KGAD	SIAP	R36
KGAD	SIAP	S06
KGAF	SIAP	R17
KGAF	SIAP	R35
KGAI	SIAP	R14
KGAI	SIAP	RNV-A
KGAI	SID	CONLE3
KGAI	SID	TERPZ6
KGAI	STAR	TRSTN3
KGAO	SIAP	I36
KGAO	SIAP	L36
KGAO	SIAP	R18
KGAO	SIAP	R36
KGAS	SIAP	R23
KGBD	SIAP	I35
KGBD	SIAP	L35
KGBD	SIAP	N35
KGBD	SIAP	R17
KGBD	SIAP	R35
KGBG	SIAP	I03
KGBG	SIAP	L03
KGBG	SIAP	R03
KGBG	SIAP	R21
KGBG	SIAP	S21
KGBR	SIAP	NDB-A
KGBR	SIAP	R11
KGBR	SIAP	RNV-B
KGCC	SIAP	I34
KGCC	SIAP	L34
KGCC	SIAP	R16
KGCC	SIAP	R34
KGCC	SIAP	S16
KGCD	SIAP	R09-Y
KGCD	SIAP	R09-Z
KGCK	SIAP	D30
KGCK	SIAP	I35
KGCK	SIAP	L35
KGCK	SIAP	R12
KGCK	SIAP	R17
KGCK	SIAP	R30
KGCK	SIAP	R35
KGCM	SIAP	R18
KGCM	SIAP	R36
KGCM	SIAP	VDM-B
KGCN	SIAP	I03
KGCN	SIAP	L03
KGCN	SIAP	R03
KGCN	SID	GRAND4
KGCN	SID	PARKS4
KGCT	SIAP	R18
KGCT	SIAP	R36
KGCY	SIAP	R05
KGDB	SIAP	D33
KGDB	SIAP	R33
KGDJ	SIAP	D14
KGDJ	SIAP	R14
KGDM	SIAP	RNV-B
KGDM	SIAP	VOR-A
KGDV	SIAP	R12
KGDV	SIAP	R30
KGDW	SIAP	R09
KGDW	SIAP	R27
KGED	SIAP	R04
KGED	SIAP	R22
KGED	SIAP	S04
KGED	SIAP	S22
KGED	SID	GED1
KGEG	SIAP	H03-Z
KGEG	SIAP	H08-Z
KGEG	SIAP	H21-Z
KGEG	SIAP	H26-Z
KGEG	SIAP	I03
KGEG	SIAP	I21
KGEG	SIAP	L03
KGEG	SIAP	L21
KGEG	SIAP	R03-Y
KGEG	SIAP	R08-Y
KGEG	SIAP	R21-Y
KGEG	SIAP	R26-Y
KGEG	SIAP	S03
KGEG	SIAP	V03
KGEG	STAR	HILIE2
KGEG	STAR	ZOOMR1
KGEO	SIAP	R36
KGEO	SIAP	VDM-A
KGEU	SIAP	R01
KGEU	SIAP	R19
KGEU	SID	BNYRD6
KGEU	SID	DRAKE2
KGEU	SID	FTHLS6
KGEU	SID	GEU1
KGEU	SID	IZZZO7
KGEU	SID	JUDTH7
KGEU	SID	KATMN6
KGEU	SID	LALUZ6
KGEU	SID	MAYSA6
KGEU	SID	SNOBL6
KGEU	SID	YOTES6
KGEU	STAR	DSERT2
KGEU	STAR	SUNSS8
KGEV	SIAP	L28
KGEV	SIAP	R28
KGEY	SIAP	R08
KGEY	SIAP	R34
KGEY	SID	PECKK2
KGEZ	SIAP	R01
KGEZ	SIAP	R19
KGEZ	SID	DAWNN1
KGEZ	SID	MAREO5
KGEZ	SID	MEARZ6
KGEZ	SID	OOM5
KGEZ	SID	ROCKY1
KGFK	SIAP	R09L
KGFK	SIAP	R17R
KGFK	SIAP	R27R
KGFK	SIAP	R35L
KGFL	SIAP	I01
KGFL	SIAP	L01
KGFL	SIAP	R01
KGFL	SIAP	R12
KGFL	SIAP	R19
KGFL	SIAP	R30
KGFZ	SIAP	R07
KGFZ	SIAP	R25
KGGE	SIAP	R05
KGGE	SIAP	R23
KGGF	SIAP	D15
KGGF	SIAP	R15
KGGF	SIAP	R33
KGGG	SIAP	D13
KGGG	SIAP	D31
KGGG	SIAP	I13
KGGG	SIAP	L13
KGGG	SIAP	R13
KGGG	SIAP	R18
KGGG	SIAP	R31
KGGG	SIAP	R36
KGGI	SIAP	D31
KGGI	SIAP	R13
KGGI	SIAP	R31
KGGP	SIAP	R09
KGGP	SIAP	R27
KGGW	SIAP	R12
KGGW	SIAP	R30
KGHG	SIAP	R06
KGHG	SIAP	R24
KGHG	STAR	WOONS2
KGHM	SIAP	R02
KGHM	SIAP	R20
KGHW	SIAP	R15
KGHW	SIAP	R33
KGIC	SIAP	R08
KGIC	SIAP	R26
KGIC	SID	MELLR1
KGIF	SIAP	R05
KGIF	SIAP	R11
KGIF	SIAP	VOR-A
KGJT	SIAP	H11-Z
KGJT	SIAP	I11
KGJT	SIAP	L11
KGJT	SIAP	R11-Y
KGJT	SIAP	R29
KGJT	SIAP	X29
KGJT	SID	JNC7
KGJT	SID	MONMT2
KGJT	SID	NOKXI1
KGJT	SID	RHONE2
KGKJ	SIAP	L25
KGKJ	SIAP	R07
KGKJ	SIAP	R25
KGKT	SIAP	D10
KGKT	SIAP	R10
KGKY	SIAP	D34
KGKY	SIAP	I34
KGKY	SIAP	L34
KGKY	SIAP	R34
KGKY	SID	DALL4
KGKY	SID	GARL6
KGKY	SID	HUBB9
KGKY	SID	JPOOL9
KGKY	SID	KING4
KGKY	SID	KUSSO5
KGKY	SID	SWABR5
KGKY	SID	TEX5
KGKY	SID	WORTH1
KGKY	STAR	DODJE5
KGKY	STAR	KNEAD7
KGKY	STAR	MOTZA8
KGKY	STAR	REEKO3
KGKY	STAR	SASIE5
KGKY	STAR	SWVAY4
KGKY	STAR	TRUUK2
KGKY	STAR	WESAT2
KGLD	SIAP	I30
KGLD	SIAP	L30
KGLD	SIAP	R12
KGLD	SIAP	R23
KGLD	SIAP	R30
KGLE	SIAP	R18
KGLE	SIAP	R36
KGLH	SIAP	D18R
KGLH	SIAP	I18L
KGLH	SIAP	L18L
KGLH	SIAP	R18L
KGLH	SIAP	R18R
KGLH	SIAP	R36L
KGLH	SIAP	R36R
KGLR	SIAP	I09
KGLR	SIAP	L09
KGLR	SIAP	R09
KGLR	SIAP	R27
KGLS	SIAP	I14
KGLS	SIAP	L14
KGLS	SIAP	R14
KGLS	SIAP	R18
KGLS	SIAP	R32
KGLS	SIAP	R36
KGLS	SIAP	S14
KGLS	SID	AEX1
KGLS	SID	BLTWY5
KGLS	SID	BORRN3
KGLS	SID	CRIED9
KGLS	SID	ELD9
KGLS	SID	GIFFA9
KGLS	SID	HOODO5
KGLS	SID	IDU9
KGLS	SID	INDIE6
KGLS	SID	KARRR4
KGLS	SID	LFK2
KGLS	SID	LOA3
KGLS	SID	LURIC6
KGLS	SID	MMALT4
KGLS	SID	NGP7
KGLS	SID	PSX9
KGLS	SID	STRYA6
KGLS	SID	STYCK6
KGLS	SID	WATFO4
KGLS	SID	WYLSN6
KGLS	STAR	BLUBL3
KGLS	STAR	CESAN4
KGLS	STAR	HUDZY3
KGLS	STAR	OHIIO4
KGLS	STAR	QTRBK1
KGLS	STAR	TCHDN2
KGLS	STAR	TKNIQ2
KGLS	STAR	WAPPL4
KGLW	SIAP	R08
KGLW	SIAP	R26
KGLY	SIAP	R04
KGLY	SIAP	R18
KGLY	SIAP	R22
KGLY	SIAP	R36
KGMJ	SIAP	R18
KGMJ	SIAP	R36
KGMJ	SIAP	VDM-A
KGMU	SIAP	I01-Y
KGMU	SIAP	I01-Z
KGMU	SIAP	L01-Y
KGMU	SIAP	L01-Z
KGMU	SIAP	N01
KGMU	SIAP	R01
KGMU	SIAP	R10
KGMU	SIAP	R19
KGMU	SIAP	R28
KGMU	SID	BIMMR1
KGMU	SID	BWALL1
KGMU	STAR	JUNNR2
KGMU	STAR	MCHLN1
KGMU	STAR	RCTOR1
KGMU	STAR	UNMAN3
KGMU	STAR	WORXS1
KGNC	SIAP	R35
KGNF	SIAP	R04
KGNF	SIAP	R13
KGNF	SIAP	R22
KGNF	SIAP	R31
KGNG	SIAP	R07
KGNG	SIAP	R25
KGNT	SIAP	R13
KGNT	SIAP	R31
KGNV	SIAP	I29
KGNV	SIAP	L29
KGNV	SIAP	R07
KGNV	SIAP	R11
KGNV	SIAP	R25
KGNV	SIAP	R29
KGOK	SIAP	R16
KGOK	SIAP	R34
KGOK	STAR	GULLI2
KGON	SIAP	I05
KGON	SIAP	L05
KGON	SIAP	R05
KGON	SIAP	R23
KGON	SIAP	R33
KGOO	SIAP	R07
KGOO	SIAP	VOR-A
KGOV	SIAP	N14
KGOV	SIAP	R14
